id,first_name,last_name,email,gender,creditcard_number,patient_id,patient_name,age,diagnosis_code,diagnosis_description,procedure_code,procedure_description,admission_date,discharge_date,total_cost
789,Petey,Scandrick,pscandricklw@sourceforge.net,Male,3534279873555659,789,Petey Scandrick,105,S01319A,"Laceration without foreign body of unspecified ear, initial encounter",0QWR34Z,"Revision of Internal Fixation Device in Left Toe Phalanx, Percutaneous Approach",8/9/2022,7/14/2020,Krona
790,Gweneth,ffrench Beytagh,gffrenchlx@usatoday.com,Female,3561276663041342,790,Gweneth ffrench Beytagh,71,S60459A,"Superficial foreign body of unspecified finger, initial encounter",D722DZZ,Stereotactic Other Photon Radiosurgery of Spleen,12/20/2021,6/27/2020,Gourde
791,Valery,Yerrington,vyerringtonly@chronoengine.com,Female,4405488047949656,791,Valery Yerrington,83,Q978,"Other specified sex chromosome abnormalities, female phenotype",0PU33JZ,"Supplement Cervical Vertebra with Synthetic Substitute, Percutaneous Approach",8/25/2021,12/30/2022,Yuan Renminbi
792,Pippo,Board,pboardlz@prnewswire.com,Agender,3569651694075216,792,Pippo Board,62,S04819S,"Injury of olfactory [1st ] nerve, unspecified side, sequela",0Y9930Z,"Drainage of Right Lower Extremity with Drainage Device, Percutaneous Approach",4/11/2020,7/29/2021,Rupiah
793,Cullie,Forrestall,cforrestallm0@tripod.com,Male,3586211855923867,793,Cullie Forrestall,83,T465X1,"Poisoning by other antihypertensive drugs, accidental (unintentional)",0B9H4ZZ,"Drainage of Lung Lingula, Percutaneous Endoscopic Approach",4/21/2020,4/13/2020,Ruble
794,Evelyn,Napleton,enapletonm1@hud.gov,Agender,4405441874462046,794,Evelyn Napleton,9,V591,Passenger in pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident,0WWK3KZ,"Revision of Nonautologous Tissue Substitute in Upper Back, Percutaneous Approach",8/27/2022,7/17/2020,Real
795,Lyell,Edrich,ledrichm2@ebay.co.uk,Male,4589925833985624,795,Lyell Edrich,85,S91106D,"Unspecified open wound of unspecified lesser toe(s) without damage to nail, subsequent encounter",0KQN4ZZ,"Repair Right Hip Muscle, Percutaneous Endoscopic Approach",5/3/2022,9/15/2021,Quetzal
796,Henry,Bomb,hbombm3@blogs.com,Male,3554486463291125,796,Henry Bomb,94,S66525S,"Laceration of intrinsic muscle, fascia and tendon of left ring finger at wrist and hand level, sequela",0SG1070,"Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach",6/22/2022,7/24/2020,Rial
797,Fulton,Treske,ftreskem4@imageshack.us,Male,3532320401154805,797,Fulton Treske,84,H2189,Other specified disorders of iris and ciliary body,018F3ZZ,"Division of Sciatic Nerve, Percutaneous Approach",7/13/2022,7/2/2022,Euro
798,Nannie,Fishlee,nfishleem5@imageshack.us,Female,377629984195090,798,Nannie Fishlee,44,S93123S,"Dislocation of metatarsophalangeal joint of unspecified great toe, sequela",03CN4Z6,"Extirpation of Matter from Left External Carotid Artery, Bifurcation, Percutaneous Endoscopic Approach",1/17/2020,7/4/2021,Koruna
799,Reynolds,Amaya,ramayam6@privacy.gov.au,Male,3550304148627163,799,Reynolds Amaya,91,G542,"Cervical root disorders, not elsewhere classified",0UB10ZX,"Excision of Left Ovary, Open Approach, Diagnostic",5/24/2022,10/16/2021,Yuan Renminbi
800,Faunie,Heibl,fheiblm7@bing.com,Female,3537289856460535,800,Faunie Heibl,102,S15029,Major laceration of unspecified carotid artery,0YJ13ZZ,"Inspection of Left Buttock, Percutaneous Approach",8/15/2021,1/12/2022,Peso
801,Veronique,Latore,vlatorem8@photobucket.com,Female,6396813866006377,801,Veronique Latore,95,B252,Cytomegaloviral pancreatitis,0QU737Z,"Supplement Left Upper Femur with Autologous Tissue Substitute, Percutaneous Approach",1/25/2021,6/23/2022,Rupiah
802,Mary,McClymond,mmcclymondm9@sogou.com,Female,5546317517682058,802,Mary McClymond,74,S86229,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg",057H4DZ,"Dilation of Left Hand Vein with Intraluminal Device, Percutaneous Endoscopic Approach",7/6/2020,1/31/2020,Dinar
803,Fee,Biaggelli,fbiaggellima@fema.gov,Non-binary,50201183507919674,803,Fee Biaggelli,10,M75,Shoulder lesions,0JB60ZX,"Excision of Chest Subcutaneous Tissue and Fascia, Open Approach, Diagnostic",1/9/2021,10/2/2022,Hryvnia
804,Redford,Vance,rvancemb@nifty.com,Genderqueer,5100175418147334,804,Redford Vance,8,S82126M,"Nondisplaced fracture of lateral condyle of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion",00BN3ZZ,"Excision of Acoustic Nerve, Percutaneous Approach",3/15/2022,7/4/2021,Ruble
805,Ellerey,Manoelli,emanoellimc@dedecms.com,Male,6706740914964023,805,Ellerey Manoelli,116,M80861P,"Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with malunion",0QP84JZ,"Removal of Synthetic Substitute from Right Femoral Shaft, Percutaneous Endoscopic Approach",6/1/2021,11/7/2022,Peso
806,Dalton,Hobson,dhobsonmd@spiegel.de,Male,5100135154747747,806,Dalton Hobson,26,N95,Menopausal and other perimenopausal disorders,06UD3KZ,"Supplement Left Common Iliac Vein with Nonautologous Tissue Substitute, Percutaneous Approach",5/20/2020,1/12/2020,Euro
807,Shayne,Ashbridge,sashbridgeme@mashable.com,Female,201636177373873,807,Shayne Ashbridge,110,T20011S,"Burn of unspecified degree of right ear [any part, except ear drum], sequela",00XF0ZG,"Transfer Olfactory Nerve to Optic Nerve, Open Approach",11/28/2020,12/6/2020,Ruble
808,Garik,Rowling,growlingmf@goo.ne.jp,Male,3533747458272354,808,Garik Rowling,34,B778,Ascariasis with other complications,F08Z7YZ,Vocational Activities and Functional Community or Work Reintegration Skills Treatment using Other Equipment,7/12/2020,2/27/2020,Krona
809,Lon,MacCaughen,lmaccaughenmg@mac.com,Genderfluid,5002351020150508,809,Lon MacCaughen,119,T81511S,"Adhesions due to foreign body accidentally left in body following infusion or transfusion, sequela",0N970ZX,"Drainage of Right Occipital Bone, Open Approach, Diagnostic",3/4/2022,1/15/2022,Yuan Renminbi
810,Clari,Cranna,ccrannamh@amazon.de,Female,5100177863173807,810,Clari Cranna,65,T85521D,"Displacement of esophageal anti-reflux device, subsequent encounter",0SWL04Z,"Revision of Internal Fixation Device in Left Metatarsal-Tarsal Joint, Open Approach",9/30/2022,12/19/2022,Euro
811,Lib,Baignard,lbaignardmi@berkeley.edu,Non-binary,676729635512310665,811,Lib Baignard,106,V6940,Driver of heavy transport vehicle injured in collision with unspecified motor vehicles in traffic accident,0UL60ZZ,"Occlusion of Left Fallopian Tube, Open Approach",10/16/2022,6/8/2020,Naira
812,Arvin,Bentzen,abentzenmj@uol.com.br,Male,3557665626150750,812,Arvin Bentzen,79,L97202,Non-pressure chronic ulcer of unspecified calf with fat layer exposed,0M9R3ZZ,"Drainage of Left Ankle Bursa and Ligament, Percutaneous Approach",5/25/2020,6/26/2021,Shilling
813,Ian,Surcombe,isurcombemk@squarespace.com,Male,6386318888182919,813,Ian Surcombe,108,S52602F,"Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",06180JY,"Bypass Portal Vein to Lower Vein with Synthetic Substitute, Open Approach",3/24/2021,12/3/2022,Dinar
814,Kassie,MacDunlevy,kmacdunlevyml@phpbb.com,Female,6398409984385286,814,Kassie MacDunlevy,18,X989XXD,"Assault by unspecified hot objects, subsequent encounter",09QK0ZZ,"Repair Nose, Open Approach",3/22/2020,8/29/2021,Dollar
815,Karalynn,Cooksey,kcookseymm@netlog.com,Female,3571060297352855,815,Karalynn Cooksey,26,I220,Subsequent ST elevation (STEMI) myocardial infarction of anterior wall,047B46Z,"Dilation of Inferior Mesenteric Artery with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",10/24/2022,7/7/2020,Real
816,Angie,Frede,afredemn@sciencedirect.com,Female,490303541242069011,816,Angie Frede,100,W5819XS,"Other contact with crocodile, sequela",BF180ZZ,Fluoroscopy of Pancreatic Ducts using High Osmolar Contrast,9/15/2022,12/7/2022,Krona
817,Leonidas,Allinson,lallinsonmo@xinhuanet.com,Genderqueer,5507743257477887,817,Leonidas Allinson,44,V9624XS,"Glider (nonpowered) fire injuring occupant, sequela",0K5J3ZZ,"Destruction of Left Thorax Muscle, Percutaneous Approach",1/8/2021,2/20/2022,Yuan Renminbi
818,Findlay,Thorburn,fthorburnmp@unblog.fr,Male,5610319510140598,818,Findlay Thorburn,59,T492X1A,"Poisoning by local astringents and local detergents, accidental (unintentional), initial encounter",0LBQ3ZZ,"Excision of Right Knee Tendon, Percutaneous Approach",2/27/2021,8/6/2021,Dollar
819,Dredi,Ochterlony,dochterlonymq@bandcamp.com,Genderfluid,5602227825191935,819,Dredi Ochterlony,112,T4596XA,"Underdosing of unspecified primarily systemic and hematological agent, initial encounter",01N04ZZ,"Release Cervical Plexus, Percutaneous Endoscopic Approach",1/29/2022,8/24/2021,Euro
820,Egor,Sherebrook,esherebrookmr@prlog.org,Male,3572743090241743,820,Egor Sherebrook,18,S92532K,"Displaced fracture of distal phalanx of left lesser toe(s), subsequent encounter for fracture with nonunion",041L4AL,"Bypass Left Femoral Artery to Popliteal Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach",10/15/2020,6/13/2021,Rupiah
821,Hedwig,Hayzer,hhayzerms@deviantart.com,Female,3551767999861983,821,Hedwig Hayzer,61,H93A1,"Pulsatile tinnitus, right ear",019B30Z,"Drainage of Lumbar Nerve with Drainage Device, Percutaneous Approach",4/26/2022,4/9/2021,Ruble
822,Buddy,Glayzer,bglayzermt@ocn.ne.jp,Male,3584045133797483,822,Buddy Glayzer,9,H502,Vertical strabismus,BQ1GYZZ,Fluoroscopy of Right Ankle using Other Contrast,7/23/2021,1/28/2022,Euro
823,Beryle,Goulter,bgoultermu@berkeley.edu,Female,30598867452564,823,Beryle Goulter,56,H748,Other specified disorders of middle ear and mastoid,07QL0ZZ,"Repair Cisterna Chyli, Open Approach",11/15/2022,2/25/2022,Yuan Renminbi
824,Stanwood,Kells,skellsmv@vkontakte.ru,Male,3550134032665817,824,Stanwood Kells,67,S91002D,"Unspecified open wound, left ankle, subsequent encounter",041F49B,"Bypass Left Internal Iliac Artery to Left Internal Iliac Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach",1/5/2020,3/25/2020,Peso
825,Bonnie,Massingham,bmassinghammw@adobe.com,Female,3558443178957124,825,Bonnie Massingham,44,O101,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",049L4ZZ,"Drainage of Left Femoral Artery, Percutaneous Endoscopic Approach",3/6/2021,5/6/2021,Real
826,Ranee,Stolz,rstolzmx@bloglovin.com,Female,374622245050355,826,Ranee Stolz,10,S62142B,"Displaced fracture of body of hamate [unciform] bone, left wrist, initial encounter for open fracture",0PC84ZZ,"Extirpation of Matter from Left Glenoid Cavity, Percutaneous Endoscopic Approach",1/19/2021,9/12/2020,Yuan Renminbi
827,Franny,Northwood,fnorthwoodmy@51.la,Male,3575701139358354,827,Franny Northwood,41,T3372XA,"Superficial frostbite of left knee and lower leg, initial encounter",0BL84DZ,"Occlusion of Left Upper Lobe Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach",7/12/2022,3/28/2020,Yuan Renminbi
828,Elga,Sowrah,esowrahmz@live.com,Female,3549109942947004,828,Elga Sowrah,39,T6291XD,"Toxic effect of unspecified noxious substance eaten as food, accidental (unintentional), subsequent encounter",0RW60AZ,"Revision of Interbody Fusion Device in Thoracic Vertebral Joint, Open Approach",10/7/2022,3/9/2020,Zloty
829,Renault,Lilford,rlilfordn0@engadget.com,Polygender,3570242845236670,829,Renault Lilford,79,V9004XD,"Drowning and submersion due to sailboat overturning, subsequent encounter",0VUP07Z,"Supplement Left Vas Deferens with Autologous Tissue Substitute, Open Approach",2/5/2020,2/20/2020,Yuan Renminbi
830,Tore,Filyushkin,tfilyushkinn1@amazon.co.jp,Male,6304410190949595,830,Tore Filyushkin,61,S27421A,"Contusion of bronchus, unilateral, initial encounter",0410093,"Bypass Abdominal Aorta to Right Renal Artery with Autologous Venous Tissue, Open Approach",6/13/2020,6/7/2022,Dollar
831,Nikolia,Mungan,nmungann2@stanford.edu,Female,491104149902809228,831,Nikolia Mungan,15,S9306XA,"Dislocation of unspecified ankle joint, initial encounter",080P3KZ,"Alteration of Left Upper Eyelid with Nonautologous Tissue Substitute, Percutaneous Approach",5/6/2022,12/20/2020,Yuan Renminbi
832,Christophe,Davie,cdavien3@purevolume.com,Male,3537169115136888,832,Christophe Davie,53,T85733D,"Infection and inflammatory reaction due to implanted electronic neurostimulator of spinal cord, electrode (lead), subsequent encounter",2W0DX5Z,Change Packing Material on Left Lower Arm,2/9/2022,9/7/2020,Real
833,Tomas,Van Hesteren,tvann4@xing.com,Male,374283344584131,833,Tomas Van Hesteren,91,S76021,"Laceration of muscle, fascia and tendon of right hip",0DQS0ZZ,"Repair Greater Omentum, Open Approach",6/13/2022,1/17/2021,Ruble
834,Trevar,Brogan,tbrogann5@blogs.com,Male,5579435983129733,834,Trevar Brogan,33,S01302D,"Unspecified open wound of left ear, subsequent encounter",0QWN3KZ,"Revision of Nonautologous Tissue Substitute in Right Metatarsal, Percutaneous Approach",1/16/2022,8/24/2020,Krona
835,Jay,Yashanov,jyashanovn6@columbia.edu,Male,676354157668138933,835,Jay Yashanov,94,M87251,"Osteonecrosis due to previous trauma, right femur",0UB07ZX,"Excision of Right Ovary, Via Natural or Artificial Opening, Diagnostic",10/12/2022,6/1/2022,Euro
836,Bill,Pinnegar,bpinnegarn7@elegantthemes.com,Male,3579426239999966,836,Bill Pinnegar,25,I455,Other specified heart block,0UU44JZ,"Supplement Uterine Supporting Structure with Synthetic Substitute, Percutaneous Endoscopic Approach",6/3/2020,1/15/2020,Peso
837,Jakie,Sim,jsimn8@google.cn,Male,30485870943625,837,Jakie Sim,76,E08,Diabetes mellitus due to underlying condition,0Q9F3ZX,"Drainage of Left Patella, Percutaneous Approach, Diagnostic",11/23/2021,1/24/2021,Krona
838,Marley,Sketcher,msketchern9@mit.edu,Female,30509011449844,838,Marley Sketcher,12,M47811,"Spondylosis without myelopathy or radiculopathy, occipito-atlanto-axial region",0SQ20ZZ,"Repair Lumbar Vertebral Disc, Open Approach",2/13/2021,9/20/2021,Baht
839,Rebecca,Pettitt,rpettittna@360.cn,Female,3578913983816042,839,Rebecca Pettitt,119,S1121XS,"Laceration without foreign body of pharynx and cervical esophagus, sequela",049P3ZZ,"Drainage of Right Anterior Tibial Artery, Percutaneous Approach",6/22/2021,11/30/2021,Yuan Renminbi
840,Star,Maker,smakernb@arstechnica.com,Female,5007661428480611,840,Star Maker,45,F203,Undifferentiated schizophrenia,035C0ZZ,"Destruction of Left Radial Artery, Open Approach",1/26/2020,2/28/2020,Naira
841,Cherye,Sleith,csleithnc@mashable.com,Polygender,564182929954642331,841,Cherye Sleith,69,T405X1D,"Poisoning by cocaine, accidental (unintentional), subsequent encounter",041E4KQ,"Bypass Right Internal Iliac Artery to Lower Extremity Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",12/7/2020,6/8/2022,Peso
842,Rozalin,Jovanovic,rjovanovicnd@nyu.edu,Female,3576971004768800,842,Rozalin Jovanovic,115,S62332S,"Displaced fracture of neck of third metacarpal bone, right hand, sequela",00CD3ZZ,"Extirpation of Matter from Medulla Oblongata, Percutaneous Approach",5/12/2022,10/27/2020,Ruble
843,Balduin,Romei,bromeine@arstechnica.com,Male,3544330372093979,843,Balduin Romei,22,T63694S,"Toxic effect of contact with other venomous marine animals, undetermined, sequela",0RGT0ZZ,"Fusion of Left Metacarpocarpal Joint, Open Approach",1/4/2021,9/28/2020,Krone
844,Lurette,Arenson,larensonnf@t.co,Female,6706612248047033,844,Lurette Arenson,7,M24446,"Recurrent dislocation, unspecified finger",095G0ZZ,"Destruction of Left Eustachian Tube, Open Approach",12/1/2021,4/10/2020,Yuan Renminbi
845,Fred,Clausner,fclausnerng@weibo.com,Female,3555942906582651,845,Fred Clausner,30,S42319,"Greenstick fracture of shaft of humerus, unspecified arm",04SK0ZZ,"Reposition Right Femoral Artery, Open Approach",7/18/2021,2/16/2021,Real
846,Nissy,Kilminster,nkilminsternh@tamu.edu,Female,3553284008188307,846,Nissy Kilminster,91,S93301S,"Unspecified subluxation of right foot, sequela",0G943ZX,"Drainage of Bilateral Adrenal Glands, Percutaneous Approach, Diagnostic",5/28/2022,11/6/2022,Rupiah
847,Briana,Sawday,bsawdayni@nature.com,Female,3548769118927543,847,Briana Sawday,76,T83198A,"Other mechanical complication of other urinary devices and implants, initial encounter",047D4E6,"Dilation of Left Common Iliac Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach",4/13/2022,10/9/2021,Euro
848,Davide,Arbon,darbonnj@howstuffworks.com,Male,201419505807171,848,Davide Arbon,42,V764XXD,"Person boarding or alighting from bus injured in collision with other nonmotor vehicle, subsequent encounter",30243W1,"Transfusion of Nonautologous Factor IX into Central Vein, Percutaneous Approach",7/17/2020,4/3/2022,Dinar
849,Meggy,Orrin,morrinnk@senate.gov,Female,5641824774625824529,849,Meggy Orrin,105,Z49,Encounter for care involving renal dialysis,0SG3471,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach",10/20/2022,9/9/2020,Rupiah
850,Storm,Manderson,smandersonnl@last.fm,Female,3564238759946526,850,Storm Manderson,105,K652,Spontaneous bacterial peritonitis,0JX10ZB,"Transfer Face Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach",1/5/2020,2/19/2020,Naira
851,Berky,Lubman,blubmannm@noaa.gov,Male,36079638073470,851,Berky Lubman,72,S93314A,"Dislocation of tarsal joint of right foot, initial encounter",BP2FZZZ,Computerized Tomography (CT Scan) of Left Upper Arm,5/4/2020,12/28/2020,Kwanza
852,Hannis,Wehden,hwehdennn@msn.com,Female,3587438969435590,852,Hannis Wehden,120,H7110,"Cholesteatoma of tympanum, unspecified ear",0T184K9,"Bypass Bilateral Ureters to Colocutaneous with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",2/16/2022,5/26/2022,Peso
853,Osborn,Bazire,obazireno@fema.gov,Male,6709743863413091664,853,Osborn Bazire,37,S20441A,"External constriction of right back wall of thorax, initial encounter",05VP0CZ,"Restriction of Right External Jugular Vein with Extraluminal Device, Open Approach",3/19/2021,8/24/2022,Peso
854,Donalt,Charnick,dcharnicknp@illinois.edu,Male,5602239773372565,854,Donalt Charnick,58,S89102,Unspecified physeal fracture of lower end of left tibia,D9063ZZ,Beam Radiation of Salivary Glands using Electrons,5/13/2021,7/27/2022,Dinar
855,Rossy,Haggard,rhaggardnq@skyrock.com,Male,3529994561425570,855,Rossy Haggard,22,S82145E,"Nondisplaced bicondylar fracture of left tibia, subsequent encounter for open fracture type I or II with routine healing",0DNT4ZZ,"Release Lesser Omentum, Percutaneous Endoscopic Approach",11/15/2021,9/17/2021,Yuan Renminbi
856,Letty,Burnsides,lburnsidesnr@salon.com,Female,5470370147475344,856,Letty Burnsides,59,Q334,Congenital bronchiectasis,021X48B,"Bypass Thoracic Aorta, Ascending/Arch to Subclavian with Zooplastic Tissue, Percutaneous Endoscopic Approach",12/12/2020,7/26/2020,Euro
857,Cyndi,Simak,csimakns@freewebs.com,Female,5007669018162580,857,Cyndi Simak,87,H35729,"Serous detachment of retinal pigment epithelium, unspecified eye",0CR70KZ,"Replacement of Tongue with Nonautologous Tissue Substitute, Open Approach",2/10/2021,2/28/2022,Yuan Renminbi
858,Calla,Mapam,cmapamnt@accuweather.com,Female,3537538080304608,858,Calla Mapam,120,T24431,Corrosion of unspecified degree of right lower leg,0D5P4ZZ,"Destruction of Rectum, Percutaneous Endoscopic Approach",9/11/2022,8/8/2020,Rupee
859,Sashenka,Fry,sfrynu@artisteer.com,Agender,4911151362631054,859,Sashenka Fry,103,S02111A,"Type II occipital condyle fracture, unspecified side, initial encounter for closed fracture",0TB37ZX,"Excision of Right Kidney Pelvis, Via Natural or Artificial Opening, Diagnostic",4/17/2022,10/28/2020,Cordoba
860,Paulie,Swatheridge,pswatheridgenv@oaic.gov.au,Female,3571645088286096,860,Paulie Swatheridge,63,O3673,"Maternal care for viable fetus in abdominal pregnancy, third trimester",0TP940Z,"Removal of Drainage Device from Ureter, Percutaneous Endoscopic Approach",2/11/2021,3/21/2021,Yuan Renminbi
861,Maxie,Liles,mlilesnw@mapquest.com,Female,060468431824997189,861,Maxie Liles,35,S82463Q,"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion",0HPU70Z,"Removal of Drainage Device from Left Breast, Via Natural or Artificial Opening",3/11/2021,5/7/2021,Yuan Renminbi
862,Sara-ann,Corsor,scorsornx@bandcamp.com,Female,3542518839956166,862,Sara-ann Corsor,4,D356,Benign neoplasm of aortic body and other paraganglia,0JW,"Subcutaneous Tissue and Fascia, Revision",6/11/2022,3/15/2022,Yuan Renminbi
863,Devin,Sarfas,dsarfasny@businessinsider.com,Male,6304953786438069,863,Devin Sarfas,6,S72145F,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",0RCU4ZZ,"Extirpation of Matter from Right Metacarpophalangeal Joint, Percutaneous Endoscopic Approach",8/25/2022,6/11/2020,Pound
864,Ralina,Bushen,rbushennz@webmd.com,Female,5100139636588398,864,Ralina Bushen,83,O09823,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester",049P4ZZ,"Drainage of Right Anterior Tibial Artery, Percutaneous Endoscopic Approach",5/10/2020,9/10/2022,Dinar
865,Wilhelm,Cassey,wcasseyo0@furl.net,Male,3534698800846032,865,Wilhelm Cassey,18,S62123G,"Displaced fracture of lunate [semilunar], unspecified wrist, subsequent encounter for fracture with delayed healing",0BQ40ZZ,"Repair Right Upper Lobe Bronchus, Open Approach",5/4/2020,5/18/2022,Peso
866,Shaylynn,Willgress,swillgresso1@cafepress.com,Female,30539860495556,866,Shaylynn Willgress,114,T360X2,"Poisoning by penicillins, intentional self-harm",0CSV8ZZ,"Reposition Left Vocal Cord, Via Natural or Artificial Opening Endoscopic",10/16/2022,4/15/2021,Lek
867,Allie,Ralling,arallingo2@zimbio.com,Female,3561037381695292,867,Allie Ralling,51,S52364J,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",BT0BZZZ,Plain Radiography of Bladder and Urethra,3/30/2021,12/9/2021,Baht
868,Lothaire,Ahrens,lahrenso3@home.pl,Male,5602210031363738,868,Lothaire Ahrens,101,S61256S,"Open bite of right little finger without damage to nail, sequela",04LL0ZZ,"Occlusion of Left Femoral Artery, Open Approach",10/15/2021,6/17/2021,Franc
869,Wakefield,Tennewell,wtennewello4@cam.ac.uk,Male,3585357344527180,869,Wakefield Tennewell,50,R8561,Abnormal cytologic smear of anus,0DNK4ZZ,"Release Ascending Colon, Percutaneous Endoscopic Approach",12/9/2020,9/27/2022,Rupee
870,Phaedra,Ray,prayo5@wired.com,Female,5007669790147304,870,Phaedra Ray,18,M4056,"Lordosis, unspecified, lumbar region",047A3E6,"Dilation of Left Renal Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Approach",5/15/2021,5/4/2020,Yuan Renminbi
871,Rodi,Dubery,rduberyo6@sitemeter.com,Female,5376160974334101,871,Rodi Dubery,10,S93316S,"Dislocation of tarsal joint of unspecified foot, sequela",047845Z,"Dilation of Middle Colic Artery with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",10/25/2022,1/9/2021,Yuan Renminbi
872,Gaylord,Vern,gverno7@networksolutions.com,Male,5433727975402060,872,Gaylord Vern,1,S82499M,"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion",10Q07ZP,"Repair Endocrine System in Products of Conception, Via Natural or Artificial Opening",6/24/2022,1/20/2022,Yuan Renminbi
873,Justina,Rubinowitz,jrubinowitzo8@sfgate.com,Female,3545311391173702,873,Justina Rubinowitz,117,S60522A,"Blister (nonthermal) of left hand, initial encounter",2W01X1Z,Change Splint on Face,11/18/2021,5/11/2020,Dollar
874,Fredi,Glassman,fglassmano9@a8.net,Female,3573292624196501,874,Fredi Glassman,56,S41022D,"Laceration with foreign body of left shoulder, subsequent encounter",0THDX3Z,"Insertion of Infusion Device into Urethra, External Approach",6/2/2020,11/2/2021,Ruble
875,Florance,Foker,ffokeroa@skype.com,Female,3535303302779984,875,Florance Foker,77,H5054,Cyclophoria,0G520ZZ,"Destruction of Left Adrenal Gland, Open Approach",5/8/2020,12/10/2021,Euro
876,Leonard,Nuccii,lnucciiob@amazon.com,Male,3565151106715891,876,Leonard Nuccii,57,H59342,Postprocedural hematoma of left eye and adnexa following other procedure,0SWNX8Z,"Revision of Spacer in Left Metatarsal-Phalangeal Joint, External Approach",7/5/2021,7/6/2022,Rupiah
877,Shepperd,Geffen,sgeffenoc@studiopress.com,Male,3578840647025696,877,Shepperd Geffen,37,S72453D,"Displaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with routine healing",0WPB01Z,"Removal of Radioactive Element from Left Pleural Cavity, Open Approach",10/28/2020,10/25/2020,Peso
878,Pru,Dietz,pdietzod@shinystat.com,Female,337941160998489,878,Pru Dietz,72,M8460XD,"Pathological fracture in other disease, unspecified site, subsequent encounter for fracture with routine healing",0WP1X1Z,"Removal of Radioactive Element from Cranial Cavity, External Approach",11/2/2021,9/3/2022,Yuan Renminbi
879,Zarah,Bristow,zbristowoe@slashdot.org,Female,5281683349361834,879,Zarah Bristow,81,D320,Benign neoplasm of cerebral meninges,01QC4ZZ,"Repair Pudendal Nerve, Percutaneous Endoscopic Approach",10/30/2021,1/25/2021,Krona
880,Winston,Suermeiers,wsuermeiersof@un.org,Male,3548888686670879,880,Winston Suermeiers,59,S31130A,"Puncture wound of abdominal wall without foreign body, right upper quadrant without penetration into peritoneal cavity, initial encounter",0FPB42Z,"Removal of Monitoring Device from Hepatobiliary Duct, Percutaneous Endoscopic Approach",7/22/2021,3/7/2022,Ruble
881,Brennen,Camies,bcamiesog@t.co,Male,3546131151316476,881,Brennen Camies,114,H662,Chronic atticoantral suppurative otitis media,027J4ZZ,"Dilation of Tricuspid Valve, Percutaneous Endoscopic Approach",8/6/2022,11/9/2022,Dollar
882,Berkeley,Dunthorne,bdunthorneoh@skype.com,Male,3535939759943290,882,Berkeley Dunthorne,41,S61159A,"Open bite of unspecified thumb with damage to nail, initial encounter",0C513ZZ,"Destruction of Lower Lip, Percutaneous Approach",2/25/2022,7/10/2020,Peso
883,Meriel,MacDowall,mmacdowalloi@feedburner.com,Female,3564851621735453,883,Meriel MacDowall,41,S8291XP,"Unspecified fracture of right lower leg, subsequent encounter for closed fracture with malunion",0U23X0Z,"Change Drainage Device in Ovary, External Approach",5/21/2020,3/16/2022,Ruble
884,Saw,Kornyakov,skornyakovoj@a8.net,Male,6304701683920347221,884,Saw Kornyakov,44,M4721,"Other spondylosis with radiculopathy, occipito-atlanto-axial region",05LL3DZ,"Occlusion of Intracranial Vein with Intraluminal Device, Percutaneous Approach",5/18/2022,2/3/2021,Ruble
885,Rriocard,Brasse,rbrasseok@un.org,Male,6767711546753890,885,Rriocard Brasse,120,S42302K,"Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",03VK4BZ,"Restriction of Right Internal Carotid Artery with Bioactive Intraluminal Device, Percutaneous Endoscopic Approach",5/3/2021,1/17/2021,Euro
