employee_id,full_name,job_title,department,hire_date,salary,manager_id,employment_status
987,Bethena Wodeland,Financial Analyst,Engineering,10/19/2023,62396.09,987,Terminated
988,Rosabella Imorts,Administrative Officer,Research and Development,3/15/2023,72855.95,988,On Leave
989,Alexandro Dearle,Payment Adjustment Coordinator,Training,4/28/2023,32605.59,989,Terminated
990,Westley Rolfini,Nuclear Power Engineer,Support,4/9/2023,126432.13,990,Active
991,Harlie Weerdenburg,VP Product Management,Training,4/30/2023,136558.53,991,On Leave
992,Roseline FitzGibbon,Recruiter,Marketing,9/7/2023,128030.36,992,Terminated
993,Malinda Davidofski,Chemical Engineer,Product Management,12/6/2023,51079.58,993,Active
994,Randolph Greenman,Actuary,Support,2/13/2023,89523.57,994,On Leave
995,Bonnibelle Wagner,Mechanical Systems Engineer,Business Development,3/6/2024,45889.35,995,On Leave
996,Debera Plumb,Safety Technician I,Accounting,1/4/2024,131369.47,996,Terminated
997,Willem Jeannel,VP Quality Control,Legal,10/5/2023,102313.46,997,Resigned
998,Augusta Vinten,Social Worker,Support,5/27/2023,93365.41,998,Terminated
999,Orton Yosselevitch,Senior Financial Analyst,Business Development,3/16/2023,143908.2,999,Resigned
1000,Solly Winckworth,Marketing Assistant,Engineering,10/12/2023,84469.51,1000,Terminated
